,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,656,656,0,17876,656,26679,397,1139,28871
1,AR,14396,14396,0,93723,14396,150575,338,1655,166964
2,AZ & NM,500,500,0,15275,500,101166,3062,2121,106849
3,CA,0,0,0,7818,0,72273,3296,3365,78934
4,GA,0,0,0,70547,0,151537,6339,2862,160738
5,KS & OK,0,0,0,338,0,5690,525,834,7049
6,LA,15709,15709,1872,5709,15709,7688,135,1270,24802
7,MO,0,0,0,14032,0,27413,47,208,27668
8,MS,2878,2878,1787,121585,2878,154528,1438,3118,161962
9,NC & VA,1,1,0,105805,0,164791,3533,2458,170782
10,SC,4,0,0,16840,0,31502,331,527,32360
11,TN,34,34,4334,131128,34,257601,1558,2779,261972
12,TX,641938,632515,184172,263269,586723,498547,19834,40319,1145423
13,--TOTAL,676116,666689,192165,863945,620896,1649990,40833,62655,2374374
