,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,21904,21904,0,10781,21904,17361,397,1139,40801
1,AR,98242,98242,7414,65548,98242,110606,307,1609,210764
2,AZ & NM,4560,4560,0,21292,4560,85736,3031,1882,95209
3,CA,1172,1172,211,6151,1172,68837,3029,3365,76403
4,GA,42267,42267,0,53873,42267,120454,6504,2847,172072
5,KS & OK,178,178,0,0,178,4896,524,833,6431
6,LA,52545,52545,13940,3783,52544,5051,135,1270,59000
7,MO,2922,2922,0,8876,2922,20582,47,208,23759
8,MS,57355,57355,9582,67779,57355,88837,1348,3118,150658
9,NC & VA,972,886,0,94405,971,132365,3439,2450,139225
10,SC,339,335,0,20274,335,25838,286,526,26985
11,TN,29022,29022,3974,98638,29022,195479,1561,2773,228835
12,TX,915872,890119,201995,266430,772366,396524,19348,39724,1227962
13,--TOTAL,1227350,1201507,237116,717830,1083838,1272566,39956,61744,2458104
