,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,8905,44131,125999,828,305,1062,128194
1,AR,1348739,1240091,84782,253594,491105,3822,146,1205,496278
2,AZ & NM,277851,271867,99577,23275,146857,7482,1641,1662,157642
3,CA,304939,304939,88229,15686,125227,21947,2336,1062,150572
4,GA,2598106,1798901,31313,230892,431898,16760,2104,2655,453417
5,KS & OK,831650,760011,56281,132679,261571,361,127,239,262298
6,LA,264630,264278,4973,19838,35700,274,105,542,36621
7,MO,320299,320299,44631,46615,116786,437,24,129,117376
8,MS,1026368,699823,31213,196605,363086,1640,380,1286,366392
9,NC & VA,1081728,836142,23629,91090,314155,5721,2481,1890,324247
10,SC,294777,275088,3350,47375,95167,552,164,449,96332
11,TN,1072840,850589,190767,185062,500499,9410,1175,1137,512221
12,TX,7191429,5208121,287777,525699,1918644,67186,15853,30098,2031781
13,--TOTAL,17239792,13429988,955427,1812541,4926694,136420,26841,43416,5133371
