,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626172,599839,9718,66074,167907,994,306,1062,170269
1,AR,1338556,1240091,106083,292132,615320,4345,151,1244,621060
2,AZ & NM,276273,271867,103938,37468,172148,7482,1641,1666,182937
3,CA,304939,304939,118689,13653,157706,23751,2798,1066,185321
4,GA,2542975,1798901,25053,335036,582745,22105,4096,2658,611604
5,KS & OK,823537,759358,72900,165369,337139,544,127,239,338049
6,LA,264630,264278,5596,28114,49763,274,105,542,50684
7,MO,320299,320299,48548,43358,135098,437,24,129,135688
8,MS,995505,699823,47282,176233,426980,1875,380,1726,430961
9,NC & VA,1072309,835971,26752,106637,375443,7199,2583,1899,387124
10,SC,293682,274169,3391,63123,125832,743,165,451,127191
11,TN,1018071,850589,174824,199668,563462,9538,1618,1692,576310
12,TX,6868640,5208086,408426,685339,2256002,78207,16387,30915,2381511
13,--TOTAL,16745588,13428210,1151200,2212204,5965545,157494,30381,45289,6198709
