,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717402,705962,73289,131305,281992,1142,626,717,284477
1,AR,1686682,1582512,540286,245128,858885,1790,1084,832,862591
2,AZ & NM,332491,328357,138220,34980,218221,4757,2600,552,226130
3,CA,285393,285393,135002,10153,166075,4686,2784,1225,174770
4,GA,2560440,1949318,163713,561801,1053172,11316,1477,2070,1068035
5,KS & OK,509761,425132,19748,79941,219843,792,833,446,221914
6,LA,379254,379254,59144,27861,105237,586,906,551,107280
7,MO,388113,388113,125471,42463,177827,69,247,250,178393
8,MS,1224242,1104890,387762,144472,632847,7780,2547,905,644079
9,NC & VA,1163824,997196,183849,158129,650912,7230,2357,1047,661546
10,SC,335703,320402,51370,73106,171425,685,199,370,172679
11,TN,1661288,1410498,703681,188903,1004544,4039,880,2629,1012092
12,TX,5063143,4023762,373623,551476,1664565,31426,20862,21750,1738603
13,--TOTAL,16307736,13900789,2955158,2249718,7205545,76298,37402,33344,7352589
