,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606750,599816,145366,111169,386048,2218,308,1076,389650
1,AR,1308646,1240091,865000,129858,996532,8683,162,1501,1006878
2,AZ & NM,259026,259026,145249,44582,229080,22629,1643,1667,255019
3,CA,296576,296576,189431,22290,246859,30558,2968,3365,283750
4,GA,2179031,1797720,406107,615009,1412239,29981,4988,2750,1449958
5,KS & OK,684481,673065,102479,123717,476438,1016,139,507,478100
6,LA,264630,264278,107715,20688,134600,362,112,1269,136343
7,MO,320299,320299,209759,27880,242569,844,37,198,243648
8,MS,848834,699796,454723,80011,543771,3879,369,2746,550765
9,NC & VA,919558,830401,175650,181608,607635,14592,2735,2040,627002
10,SC,283915,274018,137568,33881,220353,1628,166,489,222636
11,TN,927032,848268,655828,66139,743489,17367,1372,1777,764005
12,TX,5997538,5171360,1909568,638596,3735817,132631,17946,32050,3918444
13,--TOTAL,14896316,13274714,5504443,2095428,9975430,266388,32945,51435,10326198
