,Region,2021,2022,2023,2024,2025
0,AL & FL,496604,658775,617826,604882,510098
1,AR,1017022,1066960,1057455,1306976,1158793
2,AZ & NM,170508,149028,133499,131655,99088
3,CA,208430,229570,155393,187449,176610
4,GA,1525241,2117353,1545062,1393127,1305761
5,KS & OK,434691,274291,286992,316278,337625
6,LA,252791,395879,244245,371231,260361
7,MO,233421,309602,314924,335836,260665
8,MS,879551,1196927,915805,1102998,695857
9,NC & VA,801932,989995,779583,797639,700160
10,SC,246603,276778,216072,234794,177566
11,TN,947988,1092445,1148800,1296308,752733
12,TX,5337393,2660145,2663872,3437298,3813500
