,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,31273,82344,168584,775,624,682,170665
1,AR,1723482,1582512,354097,222155,642602,1551,1073,781,646007
2,AZ & NM,336134,331915,128543,18414,186440,4624,2598,501,194163
3,CA,285457,285457,111547,3769,141769,4203,2751,1212,149935
4,GA,2742813,1949408,83771,399470,659597,10455,1385,1837,673274
5,KS & OK,539405,425132,10228,73400,142407,749,833,440,144429
6,LA,379254,379254,36419,16539,66996,387,858,549,68790
7,MO,388113,388113,79104,38287,126014,67,247,250,126578
8,MS,1322079,1104908,256348,204040,543461,7871,2541,905,554778
9,NC & VA,1221424,1002513,94409,169952,523826,5874,1940,1047,532687
10,SC,348250,321234,38233,59653,127117,592,199,369,128277
11,TN,1714896,1410498,381796,252457,786370,3661,869,2632,793532
12,TX,5342933,4025462,298663,294147,1177710,26149,20327,21707,1245893
13,--TOTAL,17064459,13912368,1904431,1834627,5292893,66958,36245,32912,5429008
