,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,585233,582696,185952,112855,497890,3537,315,1103,502845
1,AR,1246699,1230241,1012258,89743,1113294,13876,163,1510,1128843
2,AZ & NM,181095,181095,109250,17581,176078,29637,2259,1668,209642
3,CA,249978,249978,192216,11674,234823,36245,3029,3365,277462
4,GA,1834906,1728166,426557,425995,1607070,38331,5083,2833,1653317
5,KS & OK,531393,526769,90554,80616,454302,1702,160,523,456687
6,LA,264266,264266,151236,35462,199928,715,114,1270,202027
7,MO,320299,320299,256043,17690,291984,1745,37,199,293965
8,MS,765404,699796,524533,81160,621261,8937,371,3024,633593
9,NC & VA,834876,813776,219896,145258,721947,22183,2913,2149,749192
10,SC,264471,261824,152275,21085,246820,2338,196,524,249878
11,TN,826597,803473,680169,45652,737258,26888,1403,1782,767331
12,TX,5153981,4860100,1803330,520904,3962812,166420,18113,38016,4185361
13,--TOTAL,13059198,12522479,5804269,1605675,10865467,352554,34156,57966,11310143
