,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717226,705962,75766,139795,299097,1142,626,717,301582
1,AR,1680759,1582512,543647,263706,881904,1853,1084,832,885673
2,AZ & NM,332072,327938,139236,38307,221497,4771,2727,553,229548
3,CA,285393,285393,136047,11795,169708,4692,2784,1225,178409
4,GA,2537425,1949246,170309,576699,1098159,11680,1477,2076,1113392
5,KS & OK,507384,425128,21881,95436,242387,792,833,446,244458
6,LA,379254,379254,59224,34856,113017,586,906,551,115060
7,MO,388113,388113,125471,49168,184881,69,247,250,185447
8,MS,1211723,1104889,385571,149546,638520,7780,2547,905,649752
9,NC & VA,1156396,996049,181224,154428,663753,7277,2360,1047,674437
10,SC,334567,320402,50414,74977,177588,685,199,370,178842
11,TN,1654686,1410498,706293,204414,1027097,4039,880,2629,1034645
12,TX,5033669,4023562,372159,595593,1724575,32071,21337,21750,1799733
13,--TOTAL,16218667,13898946,2967242,2388720,7442183,77437,38007,33351,7590978
