,Region,2021,2022,2023,2024,2025
0,AL & FL,728068,889328,777548,720219,626436
1,AR,1263162,1474049,1265523,1726967,1338556
2,AZ & NM,390213,394302,301378,336134,276273
3,CA,276920,323517,204697,285457,304939
4,GA,3099501,3512672,2701403,2763808,2558864
5,KS & OK,830570,482511,406325,539757,825248
6,LA,256000,414776,244549,379254,264630
7,MO,315831,398195,382398,388113,320299
8,MS,1177940,1316333,1039803,1341293,1003540
9,NC & VA,1082306,1366285,1128742,1232833,1073887
10,SC,423723,452882,336830,351129,293682
11,TN,1181916,1530671,1569747,1720564,1024325
12,TX,8757334,3648717,3492105,5387811,6906453
