,Region,2021,2022,2023,2024,2025
0,AL & FL,908.0,19742,8752.0,18619.0,13913.0
1,AR,7416.0,58746,65260.0,128267.0,80427.0
2,AZ & NM,6275.0,12846,7993.0,13894.0,4055.0
3,CA,303.0,33,,,1172.0
4,GA,3265.0,31384,9653.0,2112.0,26272.0
5,KS & OK,950.0,836,387.0,393.0,
6,LA,9637.0,80642,68397.0,63043.0,46127.0
7,MO,,10213,3707.0,17175.0,1394.0
8,MS,1218.0,100622,54309.0,126949.0,38759.0
9,NC & VA,1531.0,5449,294.0,,87.0
10,SC,190.0,961,331.0,337.0,339.0
11,TN,1104.0,23565,15173.0,61991.0,19215.0
12,TX,834351.0,1047495,956290.0,995308.0,877239.0
