,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,30485,0,54616,343,1035,55994
1,AR,0,0,0,106639,0,210575,1464,839,212878
2,AZ & NM,0,0,0,5549,0,90425,5275,2251,97951
3,CA,0,0,0,13263,0,59563,15194,2368,77125
4,GA,0,0,0,81543,0,158481,6725,3648,168854
5,KS & OK,0,0,0,3661,0,22893,102,243,23238
6,LA,0,0,0,8074,0,10368,274,630,11272
7,MO,0,0,0,14039,0,50544,423,144,51111
8,MS,0,0,0,76216,0,136153,1151,1329,138633
9,NC & VA,0,0,0,71970,0,154672,3846,3522,162040
10,SC,0,0,0,12589,0,30977,312,605,31894
11,TN,0,0,259,79763,0,250099,4305,933,255337
12,TX,233485,233485,28110,200296,232779,780610,29704,41470,1084563
13,--TOTAL,233485,233485,28369,704087,232779,2009976,69118,59017,2370890
