,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,580487,577950,175845,117018,505033,3537,315,1103,509988
1,AR,1238241,1224494,1013567,100748,1125975,15809,163,1510,1143457
2,AZ & NM,164749,164749,96512,17944,160784,29637,2259,1668,194348
3,CA,242018,242018,187534,9469,228005,36772,3029,3365,271171
4,GA,1786537,1697794,394952,430219,1603343,40226,5083,2833,1651485
5,KS & OK,499962,496652,82085,70511,429604,1715,160,523,432002
6,LA,264248,264248,154399,40979,208272,803,114,1270,210459
7,MO,313203,313203,255811,20789,289614,2362,37,199,292212
8,MS,754029,699796,526424,90374,631497,9731,373,3024,644625
9,NC & VA,820797,804918,209960,140987,723565,24355,2913,2149,752982
10,SC,254603,252220,146853,23075,239951,2745,196,524,243416
11,TN,820027,797963,667484,54560,744659,30197,1424,1784,778064
12,TX,4956212,4697622,1717890,530799,3860036,169496,18128,38194,4085854
13,--TOTAL,12695113,12233627,5629316,1647472,10750338,367385,34194,58146,11210063
