,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,572807,570623,174213,97705,513819,3714,315,1104,518952
1,AR,1220693,1209586,1012989,108865,1136529,17146,163,1510,1155348
2,AZ & NM,151082,151082,91615,14810,149147,29637,2347,1668,182799
3,CA,231938,231938,179793,6707,219803,38102,3029,3365,264299
4,GA,1700855,1628680,381452,363412,1568665,44462,5087,2839,1621053
5,KS & OK,468074,464764,74341,57885,405632,1727,160,523,408042
6,LA,264248,264248,158944,44461,217179,803,114,1270,219366
7,MO,307703,307703,245485,26258,291288,3508,37,199,295032
8,MS,741461,699796,517790,98693,636714,10828,374,3024,650940
9,NC & VA,800715,790496,220312,143357,731483,25996,3101,2339,762919
10,SC,242537,240682,137801,29149,235193,3540,196,524,239453
11,TN,806526,789137,644512,71690,749028,36847,1423,1784,789082
12,TX,4732523,4509705,1588977,521435,3753638,176637,18577,38253,3987105
13,--TOTAL,12241162,11858440,5428224,1584427,10608118,392947,34923,58402,11094390
