,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632251,599839,7275,38709,88371,827,304,1060,90562
1,AR,1349264,1240091,74416,147125,299826,3089,118,754,303787
2,AZ & NM,278895,271867,88556,6784,114902,6372,1521,1194,123989
3,CA,304939,304939,58478,13888,91588,18278,1936,1062,112864
4,GA,2632089,1798901,22857,138397,246254,14107,1338,2613,264312
5,KS & OK,836921,760012,12777,56138,100314,220,60,231,100825
6,LA,264630,264278,3315,12489,21582,274,105,542,22503
7,MO,320299,320299,34231,28796,79240,430,15,129,79814
8,MS,1057146,699823,25573,138921,233912,1514,375,1003,236804
9,NC & VA,1087116,836142,18757,87705,221031,4431,1725,1826,229013
10,SC,294777,275088,2825,23263,51490,378,164,445,52477
11,TN,1117039,850589,168621,106576,357344,7951,449,675,366419
12,TX,7421074,5208121,145950,339871,1240481,49268,15517,29839,1335105
13,--TOTAL,17596440,13429989,663631,1138662,3146335,107139,23627,41373,3318474
