,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716610,705962,86505,131818,350031,1326,626,717,352700
1,AR,1656663,1582512,614964,170791,953766,2264,1980,832,958842
2,AZ & NM,330257,326123,129075,48213,234464,4945,2730,553,242692
3,CA,285359,285359,146183,14940,184886,5476,2846,1249,194457
4,GA,2445782,1949030,166758,589131,1259452,12592,1510,2081,1275635
5,KS & OK,497883,425128,21877,98982,278530,795,833,446,280604
6,LA,379254,379254,74206,25770,134530,589,906,551,136576
7,MO,388113,388113,152126,41743,212221,69,247,250,212787
8,MS,1193702,1104262,410342,94823,687532,7988,2727,905,699152
9,NC & VA,1126045,990725,178811,150967,720883,7824,2582,1050,732339
10,SC,330753,320402,82826,47217,198070,687,199,392,199348
11,TN,1616693,1404487,872349,123049,1107801,4609,880,2607,1115897
12,TX,4909805,4023402,412188,624189,1943141,36039,21774,22240,2023194
13,--TOTAL,15876919,13884759,3348210,2161633,8265307,85203,39840,33873,8424223
