,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,27275,0,46802,669,1167,48638
1,AR,0,0,0,95971,0,225039,433,1673,227145
2,AZ & NM,0,0,0,19282,0,127535,3766,2238,133539
3,CA,0,0,0,4871,0,85240,3806,3562,92608
4,GA,0,0,79,110033,0,234907,6482,2883,244272
5,KS & OK,0,0,0,1011,0,12000,525,1269,13794
6,LA,0,0,0,7640,0,15350,195,1270,16815
7,MO,0,0,0,21398,0,48497,67,383,48947
8,MS,0,0,0,139038,0,277951,1775,3134,282860
9,NC & VA,0,0,0,118541,0,269075,3640,2740,275455
10,SC,0,0,0,16912,0,50441,354,527,51322
11,TN,0,0,10205,131503,0,378173,1812,3057,383042
12,TX,99348,99348,13326,105575,99347,632761,20511,40356,792975
13,--TOTAL,99348,99348,23610,799050,99347,2403771,44035,64259,2611412
