,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,601674,597282,185430,126840,455719,2485,310,1077,459591
1,AR,1263773,1233793,972458,96108,1067153,11823,162,1501,1080639
2,AZ & NM,227636,227636,137513,27079,215476,29351,2259,1667,248753
3,CA,271962,271962,188499,23356,249672,33178,3029,3365,289244
4,GA,2021699,1788329,475322,566296,1590580,32701,4994,2830,1631105
5,KS & OK,611122,600580,95415,125424,491316,1083,139,521,493059
6,LA,264454,264278,130681,36458,177050,627,114,1269,179060
7,MO,320299,320299,247552,24610,276537,1481,37,198,278253
8,MS,796379,699796,508405,55413,577270,8407,371,2754,588802
9,NC & VA,877583,828255,214758,167998,680234,19247,2826,2127,704434
10,SC,278689,274018,162940,21388,244462,1876,196,524,247058
11,TN,853965,818134,664076,63674,736698,22134,1403,1782,762017
12,TX,5574017,5081530,1996241,635246,4016964,156457,18096,35107,4226624
13,--TOTAL,13963252,13005892,5979290,1969890,10779131,320850,33936,54722,11188639
