,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607104,599816,132329,130813,376471,2217,307,1066,380061
1,AR,1312129,1240091,859785,127926,986587,8243,162,1501,996493
2,AZ & NM,261042,261042,136370,50621,229359,21148,1643,1667,253817
3,CA,296846,296846,191455,19985,243976,29942,2966,3365,280249
4,GA,2203626,1797721,342295,674899,1387229,29581,4988,2750,1424548
5,KS & OK,687957,676541,102064,110740,450723,1013,139,506,452381
6,LA,264630,264278,105328,18938,130374,362,112,1269,132117
7,MO,320299,320299,202243,31250,237983,844,37,198,239062
8,MS,858471,699796,459257,67720,536685,3616,369,2746,543416
9,NC & VA,926301,830929,171586,179371,595899,13619,2735,2040,614293
10,SC,285490,274018,137307,34130,218153,1548,166,489,220356
11,TN,931272,849302,650868,75560,738759,17104,1405,1822,759090
12,TX,6037768,5173938,1905344,649620,3688405,130640,17836,32046,3868927
13,--TOTAL,14992935,13284617,5396231,2171573,9820603,259877,32865,51465,10164810
