,Region,2021,2022,2023,2024,2025
0,AL & FL,728068,889856,777548,720219,626436
1,AR,1263602,1475608,1266225,1727327,1339451
2,AZ & NM,390213,394725,301378,336134,276273
3,CA,276920,323517,204697,285457,304939
4,GA,3108118,3527705,2706149,2770078,2567567
5,KS & OK,830571,486717,406325,540021,825990
6,LA,256000,414776,244549,379254,264630
7,MO,315831,398195,382398,388113,320299
8,MS,1180129,1323179,1040252,1346405,1007253
9,NC & VA,1084626,1367728,1128916,1233011,1074321
10,SC,424971,453735,336917,351993,293770
11,TN,1183974,1531627,1571359,1723278,1031045
12,TX,8777634,3662862,3498420,5394673,6946542
