,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9246,55864,144740,890,305,1062,146997
1,AR,1341514,1240091,94062,280234,552331,3955,146,1206,557638
2,AZ & NM,276273,271867,100403,28846,155789,7482,1641,1666,166578
3,CA,304939,304939,102885,12049,138590,22902,2798,1066,165356
4,GA,2578371,1798901,29435,277601,504201,19134,3013,2648,528996
5,KS & OK,827382,759961,62928,151260,296624,435,127,239,297425
6,LA,264630,264278,5596,23040,43014,274,105,542,43935
7,MO,320299,320299,48333,44092,126857,437,24,129,127447
8,MS,1013396,699823,38899,171396,395663,1632,380,1286,398961
9,NC & VA,1075771,836142,24248,94494,341990,5752,2481,1891,352114
10,SC,294120,274519,3408,59749,111503,554,164,451,112672
11,TN,1048341,850589,183715,185939,533170,9700,1623,1730,546223
12,TX,7027192,5208086,339326,631174,2071904,72877,15887,30339,2191007
13,--TOTAL,16998664,13429334,1042484,2015738,5416376,146024,28694,44255,5635349
