,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,174038,174038,4586,17013,173778,9187,319,1108,184392
1,AR,535124,535124,7414,37233,535036,72567,204,1520,609327
2,AZ & NM,14072,14072,0,2958,14072,66969,2576,1799,85416
3,CA,39508,39508,211,10763,39508,61929,3029,3365,107831
4,GA,297689,297327,0,45202,295929,86780,5897,2828,391434
5,KS & OK,76137,76137,0,1838,76137,4629,524,833,82123
6,LA,155075,155075,14778,2721,155073,2688,114,1270,159145
7,MO,99336,99336,0,5331,99336,14454,47,208,114045
8,MS,395769,395769,16225,32673,395768,47783,1408,3087,448046
9,NC & VA,147879,147793,0,53465,147172,82163,3239,2444,235018
10,SC,26081,26077,0,15603,26076,18608,286,526,45496
11,TN,362683,361290,70044,67970,359304,130990,1577,1831,493702
12,TX,1614205,1566347,244990,228611,1328113,302147,18990,38735,1687985
13,--TOTAL,3937596,3887893,358248,521381,3645302,900894,38210,59554,4643960
