,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,718634,705962,72031,122553,266881,1142,626,717,269366
1,AR,1690124,1582512,537665,232228,828099,1763,1084,832,831778
2,AZ & NM,332691,328557,136972,32393,214325,4733,2596,552,222206
3,CA,285393,285393,133892,9111,162554,4584,2758,1212,171108
4,GA,2585648,1949408,158259,546453,1011957,10724,1432,2070,1026183
5,KS & OK,513368,425132,18241,85792,215440,792,833,446,217511
6,LA,379254,379254,58352,28533,100706,583,906,551,102746
7,MO,388113,388113,125383,38055,172877,69,247,250,173443
8,MS,1233213,1104890,386694,147301,624214,7780,2542,905,635441
9,NC & VA,1171930,997896,187053,159686,637090,7119,2357,1047,647613
10,SC,337696,320402,53108,67566,164713,685,199,370,165967
11,TN,1671328,1410498,698803,173099,980929,4052,880,2629,988490
12,TX,5095242,4023762,376159,532972,1620305,30954,20703,21754,1693716
13,--TOTAL,16402634,13901779,2942612,2175742,7000090,74980,37163,33335,7145568
