,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,584082,581545,176057,115275,501744,3537,315,1103,506699
1,AR,1244739,1229155,1011857,97131,1119168,14052,163,1510,1134893
2,AZ & NM,175655,175655,108037,17676,171250,29637,2259,1668,204814
3,CA,245988,245988,190104,10971,230833,36772,3029,3365,273999
4,GA,1824620,1724050,415547,427832,1615122,38476,5083,2833,1661514
5,KS & OK,524989,520804,88743,76226,450470,1702,160,523,452855
6,LA,264248,264248,153462,35874,202460,803,114,1270,204647
7,MO,318503,318503,256033,19396,291806,1921,37,199,293963
8,MS,762015,699796,523978,87373,626738,8937,371,3024,639070
9,NC & VA,831116,811960,214032,147844,723475,22359,2913,2149,750896
10,SC,262661,260014,150966,22729,246332,2745,196,524,249797
11,TN,824867,802627,680064,48838,740594,27749,1403,1782,771528
12,TX,5107553,4828078,1773401,524287,3951424,167515,18113,38193,4175245
13,--TOTAL,12971036,12462423,5742281,1631452,10871416,356205,34156,58143,11319920
