,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,23659,0,37570,561,1167,39298
1,AR,0,0,0,82603,0,196695,392,1663,198750
2,AZ & NM,0,0,0,17226,0,120026,3762,2238,126026
3,CA,0,0,0,5803,0,82347,3317,3527,89191
4,GA,0,0,79,106745,0,201370,6386,2866,210622
5,KS & OK,0,0,0,1488,0,8050,525,834,9409
6,LA,0,0,0,5484,0,9850,135,1270,11255
7,MO,0,0,0,12467,0,38406,49,383,38838
8,MS,0,0,0,167772,0,232126,1829,3129,237084
9,NC & VA,0,0,0,120310,0,219613,3564,2733,225910
10,SC,0,0,0,17359,0,40405,346,527,41278
11,TN,34,34,9958,127568,34,336179,1789,3056,341058
12,TX,359857,359857,97351,141293,358456,574927,20306,40328,994017
13,--TOTAL,359891,359891,107388,829777,358490,2097564,42961,63721,2562736
