,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,22682,27343,86229,709,546,666,88150
1,AR,1735936,1582512,317975,85255,443347,1530,1069,781,446727
2,AZ & NM,339115,331915,122294,9742,160838,3950,2547,493,167828
3,CA,285457,285457,98789,5358,124745,4033,2745,1212,132735
4,GA,2875161,1949409,105515,158936,412812,10012,1256,1814,425894
5,KS & OK,541150,425132,5258,25416,51183,646,831,440,53100
6,LA,379254,379254,24488,12241,40424,299,825,549,42097
7,MO,388113,388113,66351,15441,86466,67,159,250,86942
8,MS,1410836,1104908,254159,124076,435969,6786,2381,904,446040
9,NC & VA,1263428,1002859,99955,90767,405291,4278,1712,1044,412325
10,SC,362748,321249,44878,28464,94671,382,194,333,95580
11,TN,1808593,1410500,303889,163548,615791,3181,768,2640,622380
12,TX,5538797,4025555,269198,142091,930220,23746,19789,21661,995416
13,--TOTAL,17649431,13913009,1735431,888678,3887986,59619,34822,32787,4015214
