,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,7651,7651,0,13596,7651,20704,397,1139,29891
1,AR,55339,55339,7414,79485,55339,126990,330,1654,184313
2,AZ & NM,3129,3129,0,25568,3129,92919,3062,1930,101040
3,CA,934,934,211,7171,934,70488,3296,3365,78083
4,GA,11874,11874,0,53659,11874,128996,6258,2864,149992
5,KS & OK,0,0,0,87,0,5351,524,833,6708
6,LA,34805,34805,13940,4048,34804,5673,135,1270,41882
7,MO,0,0,0,10620,0,22518,47,208,22773
8,MS,22097,22097,6595,92666,22097,118108,1348,3118,144671
9,NC & VA,87,1,0,97467,86,146232,3448,2455,152221
10,SC,4,0,0,19177,0,28419,331,527,29277
11,TN,5916,5916,3974,120469,5916,225208,1551,2779,235454
12,TX,813935,790970,201995,258763,699519,437473,19473,40026,1196491
13,--TOTAL,955771,932716,234129,782776,841349,1429079,40200,62168,2372796
