,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,558438,557040,189298,91384,506628,3890,315,1104,511937
1,AR,1209551,1200464,1030155,73838,1141232,20911,172,1520,1163835
2,AZ & NM,131982,131982,73134,15111,130405,32188,2347,1668,166608
3,CA,212006,212006,166487,9199,204063,40040,3029,3365,250497
4,GA,1579994,1520531,362175,285107,1469334,44963,5087,2839,1522223
5,KS & OK,413135,410001,66395,56121,388422,1771,160,523,390876
6,LA,264229,264229,186295,32965,223258,818,114,1270,225460
7,MO,294215,294215,225421,17311,279764,3996,37,199,283996
8,MS,723230,696450,549176,73147,642702,11840,374,3024,657940
9,NC & VA,781923,774006,304474,120226,725887,28798,3110,2354,760149
10,SC,223881,222292,141761,25127,217562,3629,196,524,221911
11,TN,780977,763853,661121,54825,732151,39923,1440,1784,775298
12,TX,4409037,4212901,1420464,393261,3514041,182174,18591,38253,3753059
13,--TOTAL,11582598,11259970,5376356,1247622,10175449,414941,34972,58427,10683789
