,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719602,705962,69714,92671,226952,831,626,682,229091
1,AR,1701162,1582512,529334,171724,750566,1572,1074,832,754044
2,AZ & NM,333874,329655,134996,22779,201705,4626,2598,539,209468
3,CA,285457,285457,128341,5145,152862,4498,2758,1212,161330
4,GA,2645463,1949408,164915,443608,882719,10510,1432,2067,896728
5,KS & OK,531224,425132,14486,107444,212261,788,833,446,214328
6,LA,379254,379254,55232,17803,85725,400,858,549,87532
7,MO,388113,388113,121813,26521,156876,69,247,250,157442
8,MS,1256806,1104908,376200,138325,590542,7870,2542,905,601859
9,NC & VA,1188363,1000861,187492,130277,591297,6797,2225,1047,601366
10,SC,340405,320402,54550,59320,152913,630,199,370,154112
11,TN,1694681,1410498,684985,135115,928423,3977,836,2629,935865
12,TX,5172887,4023767,364227,475706,1467955,28276,20588,21753,1538572
13,--TOTAL,16637291,13905929,2886285,1826438,6400796,70844,36816,33281,6541737
