,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,25218,0,39793,574,1167,41534
1,AR,0,0,0,86452,0,201609,428,1663,203700
2,AZ & NM,0,0,0,18382,0,122416,3762,2238,128416
3,CA,0,0,0,5121,0,82959,3317,3527,89803
4,GA,0,0,79,109273,0,211927,6349,2865,221141
5,KS & OK,0,0,0,1729,0,8917,525,834,10276
6,LA,0,0,0,7682,0,12049,135,1270,13454
7,MO,0,0,0,14705,0,41431,49,383,41863
8,MS,0,0,0,146913,0,242271,1829,3129,247229
9,NC & VA,0,0,0,134726,0,237756,3567,2733,244056
10,SC,0,0,0,18328,0,44137,354,527,45018
11,TN,34,34,9959,131036,34,344899,1806,3056,349795
12,TX,290772,290772,64387,128130,289820,586977,20321,40328,937446
13,--TOTAL,290806,290806,74425,827695,289854,2177141,43016,63720,2573731
