,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,24184,38301,104962,709,626,674,106971
1,AR,1732392,1582512,336314,140257,523205,1533,1069,781,526588
2,AZ & NM,337761,331915,124253,13247,171649,3950,2547,493,178639
3,CA,285457,285457,106544,4814,132568,4203,2751,1212,140734
4,GA,2848009,1949409,103918,220164,492138,10109,1267,1815,505329
5,KS & OK,540974,425132,8088,30735,75621,666,831,440,77558
6,LA,379254,379254,28712,16880,53160,387,825,549,54921
7,MO,388113,388113,69494,22007,98661,67,159,250,99137
8,MS,1389540,1104908,263527,161341,491505,7222,2381,904,502012
9,NC & VA,1250942,1002773,96444,112533,443880,5234,1713,1047,451874
10,SC,360909,321234,46589,37620,108381,549,199,335,109464
11,TN,1773099,1410500,333631,209632,682467,3649,781,2632,689529
12,TX,5476895,4025555,283623,199232,1013964,24790,19946,21691,1080391
13,--TOTAL,17484188,13912908,1825321,1206763,4392161,63068,35095,32823,4523147
