,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606750,599816,146122,108058,394315,2308,308,1076,398007
1,AR,1297540,1240091,854627,117562,1001809,9015,162,1501,1012487
2,AZ & NM,255617,255617,142068,40547,229311,23074,1643,1667,255695
3,CA,293867,293867,188270,22172,247812,30646,2968,3365,284791
4,GA,2156794,1797720,409145,631189,1445097,30137,4983,2750,1482967
5,KS & OK,677358,665942,100979,105977,474753,1016,139,507,476415
6,LA,264630,264278,108615,20371,138124,362,112,1269,139867
7,MO,320299,320299,209849,23776,247461,844,37,198,248540
8,MS,841936,699796,450071,73767,547868,4421,369,2754,555412
9,NC & VA,912988,830055,173295,182909,614099,15586,2734,2040,634459
10,SC,280713,274018,134189,25944,219522,1628,196,524,221870
11,TN,915493,843192,648913,64315,738865,18246,1402,1782,760295
12,TX,5959176,5162789,1903122,569065,3777621,134956,17946,32587,3963110
13,--TOTAL,14783161,13247480,5469265,1985652,10076657,272239,32999,52020,10433915
