,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,61729,61729,0,8859,61729,14289,351,1108,77477
1,AR,205977,205977,7414,51301,205977,94476,241,1520,302214
2,AZ & NM,8065,8065,0,9971,8065,74257,3003,1802,87127
3,CA,2733,2733,211,10054,2733,65529,3029,3365,74656
4,GA,94251,94251,0,47652,93889,106692,6177,2833,209591
5,KS & OK,12406,12406,0,177,12406,4896,524,833,18659
6,LA,84010,84010,13940,2554,84009,3644,134,1270,89057
7,MO,20608,20608,0,5793,20608,17339,47,208,38202
8,MS,146224,146224,13030,51507,146224,71903,1404,3118,222649
9,NC & VA,13836,13750,0,77992,13835,112739,3243,2445,132262
10,SC,1807,1803,0,17312,1803,22542,286,526,25157
11,TN,106215,106215,3974,90470,106215,170743,1602,1841,280401
12,TX,1068198,1039207,201995,231367,883280,347076,19035,38737,1288128
13,--TOTAL,1826059,1796978,240564,605009,1640773,1106125,39076,59606,2845580
