,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607545,599816,70770,148177,369169,2217,307,1066,372759
1,AR,1312569,1240091,645452,234243,973098,8204,162,1501,982965
2,AZ & NM,263056,263056,114673,53758,230078,19452,1643,1667,252840
3,CA,300060,300060,186307,14109,240369,29854,2966,3365,276554
4,GA,2218594,1797721,212167,734145,1358556,29388,4964,2750,1395658
5,KS & OK,692466,679906,80276,124242,448661,945,139,506,450251
6,LA,264630,264278,80081,34689,127371,362,112,1253,129098
7,MO,320299,320299,120459,76743,235513,844,37,198,236592
8,MS,866662,699796,387508,114468,529816,3616,369,2746,536547
9,NC & VA,930052,831557,121676,219943,586620,13613,2735,2040,605008
10,SC,285490,274018,118524,48730,216148,1545,166,489,218348
11,TN,934873,850489,572729,108247,732876,16841,1405,1822,752944
12,TX,6074651,5178682,1150860,713784,3626762,126888,17836,32044,3803530
13,--TOTAL,15070947,13299769,3861482,2625278,9675037,253769,32841,51447,10013094
