,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716786,705962,75627,157149,336058,1148,626,717,338549
1,AR,1661020,1582512,530357,292469,929672,2164,1108,832,933776
2,AZ & NM,330856,326722,129003,42280,227862,4945,2730,553,236090
3,CA,285359,285359,144230,12756,180262,4920,2795,1249,189226
4,GA,2474144,1949102,146672,654077,1209717,12262,1509,2081,1225569
5,KS & OK,500699,425128,21926,85068,255439,795,833,446,257513
6,LA,379254,379254,59672,42640,128153,586,906,551,130196
7,MO,388113,388113,125647,64738,205708,69,247,250,206274
8,MS,1198481,1104540,380518,164876,670503,7869,2547,905,681824
9,NC & VA,1132237,991825,170355,172317,706105,7647,2360,1050,717162
10,SC,331802,320402,47345,84447,194096,687,199,370,195352
11,TN,1628496,1410460,706560,235660,1089749,4385,880,2607,1097621
12,TX,4943776,4023402,362742,660361,1898719,35333,21696,22201,1977949
13,--TOTAL,15971023,13892781,2900654,2668838,8032043,82810,38436,33812,8187101
