,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,29118,0,50652,669,1167,52488
1,AR,0,0,0,50294,0,239606,435,1673,241714
2,AZ & NM,0,0,0,15515,0,129800,3766,2238,135804
3,CA,0,0,0,3731,0,87838,3806,3562,95206
4,GA,0,0,0,96408,0,242980,6487,2883,252350
5,KS & OK,0,0,0,2911,0,14171,525,1269,15965
6,LA,0,0,0,6337,0,17138,269,1270,18677
7,MO,0,0,0,8962,0,52058,67,383,52508
8,MS,0,0,0,118833,0,293707,1619,3189,298515
9,NC & VA,0,0,0,118752,0,287272,3643,2740,293655
10,SC,0,0,0,17019,0,54823,335,526,55684
11,TN,0,0,9217,100747,0,387668,1900,3104,392672
12,TX,47384,47384,4320,109858,47383,663522,20651,40361,771917
13,--TOTAL,47384,47384,13537,678485,47383,2521235,44172,64365,2677155
