,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632251,599839,7548,40238,91827,827,304,1060,94018
1,AR,1349264,1240091,75525,156596,311666,3089,118,754,315627
2,AZ & NM,278895,271867,89457,7890,117998,6372,1523,1194,127087
3,CA,304939,304939,65997,8323,94540,18793,1936,1062,116331
4,GA,2630581,1798901,23167,136551,261919,14152,1366,2613,280050
5,KS & OK,836218,760012,12810,84346,132358,257,60,231,132906
6,LA,264630,264278,4093,13813,23700,274,105,542,24621
7,MO,320299,320299,37486,29524,83085,430,15,129,83659
8,MS,1053400,699823,27289,132052,244322,1514,375,1003,247214
9,NC & VA,1087116,836142,21659,95027,235910,4432,1725,1829,243896
10,SC,294777,275088,3088,28172,57819,378,164,445,58806
11,TN,1116775,850589,181638,113753,382487,7951,449,675,391562
12,TX,7405304,5208121,154393,392254,1328378,51168,15561,29843,1424950
13,--TOTAL,17574449,13429989,704150,1238539,3366009,109637,23701,41380,3540727
