,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,22247,0,33942,523,1146,35611
1,AR,0,0,0,75496,0,182449,339,1659,184447
2,AZ & NM,0,0,0,17406,0,115811,3064,2122,120997
3,CA,0,0,0,5368,0,79376,3311,3517,86204
4,GA,0,0,79,88700,0,178330,6320,2869,187519
5,KS & OK,0,0,0,1147,0,6924,525,834,8283
6,LA,64,64,0,4690,64,8968,135,1270,10437
7,MO,0,0,0,10429,0,35592,49,383,36024
8,MS,0,0,0,136643,0,197892,1422,3129,202443
9,NC & VA,0,0,0,120337,0,196721,3564,2669,202954
10,SC,4,0,0,16262,0,36451,344,527,37322
11,TN,34,34,9925,115748,34,311571,1782,2856,316243
12,TX,425460,425460,118253,195467,415221,560667,20028,40319,1036235
13,--TOTAL,425562,425558,128257,809940,415319,1944694,41406,63300,2464719
