,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5758,26588,63846,669,502,666,65683
1,AR,1740706,1582512,155717,82647,319255,602,958,760,321575
2,AZ & NM,339115,331915,109144,6964,144044,3950,2546,493,151033
3,CA,285457,285457,81491,5809,105473,3954,2529,1179,113135
4,GA,2901441,1949409,36408,119150,293694,8511,1230,1814,305249
5,KS & OK,541150,425132,2817,1049,19275,572,829,440,21116
6,LA,379254,379254,10163,7466,21717,295,825,549,23386
7,MO,388113,388113,47058,8822,65133,67,159,250,65609
8,MS,1433516,1104908,83345,138758,343132,1389,2314,904,347739
9,NC & VA,1274971,1002859,49549,111538,344083,3842,1722,1048,350695
10,SC,363603,321249,17790,28852,72042,355,194,333,72924
11,TN,1853169,1410500,227483,122014,472774,2231,649,2550,478204
12,TX,5608093,4025555,219742,166355,792786,21263,19359,21496,854904
13,--TOTAL,17829431,13913009,1046465,826012,3057254,47700,33816,32482,3171252
