,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,443505,443241,133278,41407,425543,6109,315,1108,433075
1,AR,1059148,1058129,895371,42342,1042916,31889,205,1520,1076530
2,AZ & NM,69197,69197,34178,13222,69197,43299,2458,1736,116690
3,CA,138539,138539,108103,6172,138191,48001,3029,3365,192586
4,GA,1012196,1002303,247903,96219,989599,56145,5426,2862,1054032
5,KS & OK,259675,259675,54953,9605,254376,2624,469,654,258123
6,LA,249345,249345,181977,18990,233856,1721,114,1270,236961
7,MO,224270,224270,177932,10817,222336,7643,37,199,230215
8,MS,664721,661538,572461,30667,644288,19624,386,3029,667327
9,NC & VA,558368,558106,206704,41789,541372,43382,3112,2413,590279
10,SC,123482,123214,75400,7621,122239,7496,229,524,130488
11,TN,703213,693618,570264,54269,685307,59395,1477,1811,747990
12,TX,3241220,3136999,842132,289368,2664643,224584,18778,38693,2946698
13,--TOTAL,8746879,8618174,4100656,662488,8033863,551912,36035,59184,8680994
