,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,28107,0,71482,824,1095,73401
1,AR,0,0,0,134904,0,269885,3068,863,273816
2,AZ & NM,0,0,0,5271,0,109727,5332,2536,117595
3,CA,0,0,0,21260,0,81726,18278,2998,103002
4,GA,0,0,0,104121,0,207777,12955,3848,224580
5,KS & OK,0,0,0,33503,0,63636,199,290,64125
6,LA,0,0,0,8759,0,15775,274,647,16696
7,MO,0,0,0,26327,0,70549,430,144,71123
8,MS,0,0,0,123340,0,207551,1514,1378,210443
9,NC & VA,0,0,0,81931,0,202848,4197,3550,210595
10,SC,0,0,0,15328,0,42568,318,609,43495
11,TN,0,0,0,91410,0,320471,7960,1124,329555
12,TX,0,0,0,265263,0,1088905,42411,44011,1175327
13,--TOTAL,0,0,0,939524,0,2752900,97760,63093,2913753
