,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,562768,561370,190270,91197,510408,3890,315,1104,515717
1,AR,1212615,1202916,1027363,75425,1143500,19886,172,1520,1165078
2,AZ & NM,135963,135963,73134,15111,134386,32188,2347,1668,170589
3,CA,217649,217649,170887,8759,208664,39954,3029,3365,255012
4,GA,1596206,1532787,369915,303657,1484842,44875,5087,2839,1537643
5,KS & OK,423493,420183,66395,58599,398608,1771,160,523,401062
6,LA,264229,264229,184405,34855,223258,818,114,1270,225460
7,MO,295709,295709,222753,20001,281170,3996,37,199,285402
8,MS,724793,696678,549529,72699,643187,11840,374,3024,658425
9,NC & VA,785311,776954,305106,121894,728564,28798,3110,2354,762826
10,SC,228592,226737,142886,25565,222273,3629,196,524,226622
11,TN,784609,767395,658964,55225,734717,39159,1423,1784,777083
12,TX,4462112,4262847,1422270,429073,3557360,181729,18591,38253,3795933
13,--TOTAL,11694049,11361417,5383877,1312060,10270937,412533,34955,58427,10776852
