,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,487409,487145,169410,56733,458887,5149,315,1104,465455
1,AR,1136681,1132857,965021,54258,1108838,24457,172,1520,1134987
2,AZ & NM,84143,84143,46296,14361,84143,39365,2429,1717,127654
3,CA,163245,163245,126893,6831,162807,45098,3029,3365,214299
4,GA,1213396,1191302,269907,154072,1168601,54172,5419,2864,1231056
5,KS & OK,310173,310085,41773,11146,296316,2401,469,654,299840
6,LA,255770,255770,183309,27228,232106,1603,114,1270,235093
7,MO,251698,251698,188378,21086,245659,6283,37,199,252178
8,MS,684507,679212,553842,48227,649300,16071,386,3026,668783
9,NC & VA,652467,650969,241234,66033,626016,34486,3110,2413,666025
10,SC,158626,158094,92469,19237,156520,5137,229,524,162410
11,TN,739838,727154,607538,55435,714614,46037,1441,1805,763897
12,TX,3617485,3492709,1002937,314947,2950806,206734,18773,38638,3214951
13,--TOTAL,9755438,9584383,4489007,849594,8854613,486993,35923,59099,9436628
