,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,533481,533217,182972,88058,492306,4620,315,1104,498345
1,AR,1185121,1179228,1013447,66750,1140420,21174,172,1520,1163286
2,AZ & NM,110803,110803,59888,15787,110629,34576,2347,1668,149220
3,CA,191129,191129,150423,12285,188020,42207,3029,3365,236621
4,GA,1418014,1380097,322998,244836,1336252,48103,5092,2861,1392308
5,KS & OK,369165,368117,60504,36867,349332,2021,160,523,352036
6,LA,264029,264029,198419,26331,230552,899,114,1270,232835
7,MO,275194,275194,210494,20023,265410,4592,37,199,270238
8,MS,709358,694230,568378,50789,655845,13197,374,3026,672442
9,NC & VA,743369,739195,273798,93904,699457,29193,3110,2412,734172
10,SC,196924,195599,118659,24872,193241,3860,229,524,197854
11,TN,767472,753162,661049,48745,730346,40414,1440,1784,773984
12,TX,4069701,3909399,1231936,369189,3277375,190721,18760,38346,3525202
13,--TOTAL,10833760,10593399,5052965,1098436,9669185,435577,35179,58602,10198543
