,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,718634,705962,71868,118905,262108,1142,626,717,264593
1,AR,1690743,1582512,537747,219600,814203,1763,1084,832,817882
2,AZ & NM,332876,328657,136711,31342,212576,4757,2600,552,220485
3,CA,285457,285457,131629,8894,161562,4584,2758,1212,170116
4,GA,2594606,1949408,160362,528398,991097,10724,1432,2070,1005323
5,KS & OK,515565,425132,18241,91362,214923,792,833,446,216994
6,LA,379254,379254,58352,25961,98134,583,906,551,100174
7,MO,388113,388113,125383,35755,170577,69,247,250,171143
8,MS,1236693,1104890,387128,142405,617268,7780,2542,905,628495
9,NC & VA,1174139,998096,186701,159178,631411,7026,2316,1047,641800
10,SC,338302,320402,53714,65712,162411,685,199,370,163665
11,TN,1674992,1410498,700416,164717,975676,4052,880,2629,983237
12,TX,5106834,4023762,377228,530946,1609406,30735,20703,21754,1682598
13,--TOTAL,16436208,13902143,2945480,2123175,6921352,74692,37126,33335,7066505
